Run ID,1646643776
Run Date/Time,2022-03-07 09:02:05
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,2022-03-07-00.2-echo-protocol-test.epr
User Name,Lab

[EXCEPTIONS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,B24,0,0,,,667.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,B23,0,0,,,167.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,C1,0,0,,,1500,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,M15,Destination[1],,384PP_Dest,M24,0,0,,,167.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,M15,Destination[1],,384PP_Dest,N1,0,0,,,667.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,M15,Destination[1],,384PP_Dest,N2,0,0,,,1500,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,I17,Destination[1],,384PP_Dest,O8,0,0,,,1500,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,I17,Destination[1],,384PP_Dest,O7,0,0,,,667.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0
Source[1],,384LDV_DMSO,I17,Destination[1],,384PP_Dest,O6,0,0,,,167.5,0,0,0,Percent,DMSO,MM0202007: Problem calc. well fluid volume fc: 0 ft: 0

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384LDV_DMSO,A1,Destination[1],,384PP_Dest,A2,0,0,,,167.5,167.5,6.503,81.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A1,Destination[1],,384PP_Dest,A3,0,0,,,667.5,667.5,5.835,81.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A1,Destination[1],,384PP_Dest,A4,0,0,,,1500,1500,4.335,81.148,Percent,DMSO,
Source[1],,384LDV_DMSO,C1,Destination[1],,384PP_Dest,A7,0,0,,,167.5,167.5,7.269,93.07,Percent,DMSO,
Source[1],,384LDV_DMSO,C1,Destination[1],,384PP_Dest,A8,0,0,,,667.5,667.5,6.601,93.07,Percent,DMSO,
Source[1],,384LDV_DMSO,C1,Destination[1],,384PP_Dest,A9,0,0,,,1500,1500,5.101,93.07,Percent,DMSO,
Source[1],,384LDV_DMSO,E1,Destination[1],,384PP_Dest,A12,0,0,,,167.5,167.5,7.668,92.83,Percent,DMSO,
Source[1],,384LDV_DMSO,E1,Destination[1],,384PP_Dest,A13,0,0,,,667.5,667.5,7,92.83,Percent,DMSO,
Source[1],,384LDV_DMSO,E1,Destination[1],,384PP_Dest,A14,0,0,,,1500,1500,5.5,92.83,Percent,DMSO,
Source[1],,384LDV_DMSO,G1,Destination[1],,384PP_Dest,A17,0,0,,,167.5,167.5,7.631,92.785,Percent,DMSO,
Source[1],,384LDV_DMSO,G1,Destination[1],,384PP_Dest,A18,0,0,,,667.5,667.5,6.963,92.785,Percent,DMSO,
Source[1],,384LDV_DMSO,G1,Destination[1],,384PP_Dest,A19,0,0,,,1500,1500,5.463,92.785,Percent,DMSO,
Source[1],,384LDV_DMSO,I1,Destination[1],,384PP_Dest,A22,0,0,,,167.5,167.5,7.974,92.754,Percent,DMSO,
Source[1],,384LDV_DMSO,I1,Destination[1],,384PP_Dest,A23,0,0,,,667.5,667.5,7.307,92.754,Percent,DMSO,
