,SrcWell,Destination Well,Volume,Plate
1,F19,A1,1500.0,A
2,A1,A2,5.0,B
3,F19,A2,1495.0,A
4,A1,A3,35.0,B
5,F19,A3,1465.0,A
6,A1,A4,117.5,B
7,F19,A4,1382.5,A
8,A1,A5,280.0,B
9,F19,A5,1220.0,A
10,A1,A6,547.5,B
11,F19,A6,952.5,A
12,A1,A7,655.0,B
13,F19,A7,555.0,A
14,A2,A8,1500.0,B
17,F19,A9,1500.0,A
18,A5,A10,5.0,B
19,F19,A10,1495.0,A
20,A5,A11,35.0,B
21,F19,A11,1465.0,A
22,A5,A12,117.5,B
23,F19,A12,1382.5,A
24,A5,A13,280.0,B
25,F19,A13,1220.0,A
26,A5,A14,547.5,B
27,F19,A14,952.5,A
28,A5,A15,655.0,B
29,F19,A15,555.0,A
30,A6,A16,1500.0,B
33,F19,A17,1500.0,A
34,A9,A18,5.0,B
35,F19,A18,1495.0,A
36,A9,A19,35.0,B
37,F19,A19,1465.0,A
38,A9,A20,117.5,B
39,F19,A20,1382.5,A
40,A9,A21,280.0,B
41,F19,A21,1220.0,A
42,A9,A22,547.5,B
43,F19,A22,952.5,A
44,A9,A23,655.0,B
45,F19,A23,555.0,A
46,A10,A24,1500.0,B
49,F19,B1,1500.0,A
50,A13,B2,5.0,B
51,F19,B2,1495.0,A
52,A13,B3,35.0,B
53,F19,B3,1465.0,A
54,A13,B4,117.5,B
55,F19,B4,1382.5,A
56,A13,B5,280.0,B
57,F19,B5,727.5,A
58,A13,B6,547.5,B
59,F20,B6,952.5,A
60,A13,B7,655.0,B
61,F20,B7,555.0,A
62,A14,B8,1500.0,B
65,F20,B9,1500.0,A
66,A17,B10,5.0,B
67,F20,B10,1495.0,A
68,A17,B11,35.0,B
69,F20,B11,1465.0,A
70,A17,B12,117.5,B
71,F20,B12,1382.5,A
72,A17,B13,280.0,B
73,F20,B13,1220.0,A
74,A17,B14,547.5,B
75,F20,B14,952.5,A
76,A17,B15,655.0,B
77,F20,B15,555.0,A
78,A18,B16,1500.0,B
81,F20,B17,1500.0,A
82,A21,B18,5.0,B
83,F20,B18,1495.0,A
84,A21,B19,35.0,B
85,F20,B19,1465.0,A
86,A21,B20,117.5,B
87,F20,B20,1382.5,A
88,A21,B21,280.0,B
89,F20,B21,1220.0,A
90,A21,B22,547.5,B
91,F20,B22,952.5,A
92,A21,B23,655.0,B
93,F20,B23,555.0,A
94,A22,B24,1500.0,B
97,F20,C1,1500.0,A
98,B1,C2,5.0,B
99,F20,C2,1495.0,A
100,B1,C3,35.0,B
101,F20,C3,1465.0,A
102,B1,C4,117.5,B
103,F20,C4,1382.5,A
104,B1,C5,280.0,B
105,F20,C5,1220.0,A
106,B1,C6,547.5,B
107,F20,C6,952.5,A
108,B1,C7,655.0,B
109,F20,C7,555.0,A
110,B2,C8,1500.0,B
113,F20,C9,1500.0,A
114,B5,C10,5.0,B
115,F20,C10,1495.0,A
116,B5,C11,35.0,B
117,F20,C11,1465.0,A
118,B5,C12,117.5,B
119,F20,C12,1382.5,A
120,B5,C13,280.0,B
121,F20,C13,1220.0,A
122,B5,C14,547.5,B
123,F20,C14,952.5,A
124,B5,C15,655.0,B
125,F20,C15,555.0,A
126,B6,C16,1500.0,B
129,F20,C17,1500.0,A
130,B9,C18,5.0,B
131,F20,C18,1495.0,A
132,B9,C19,35.0,B
133,F20,C19,1465.0,A
134,B9,C20,117.5,B
135,F20,C20,1382.5,A
136,B9,C21,280.0,B
137,F20,C21,1220.0,A
138,B9,C22,547.5,B
139,F20,C22,952.5,A
140,B9,C23,655.0,B
141,F20,C23,555.0,A
142,B10,C24,1500.0,B
145,F20,D1,150.0,A
146,B13,D2,5.0,B
147,F21,D2,1495.0,A
148,B13,D3,35.0,B
149,F21,D3,1465.0,A
150,B13,D4,117.5,B
151,F21,D4,1382.5,A
152,B13,D5,280.0,B
153,F21,D5,1220.0,A
154,B13,D6,547.5,B
155,F21,D6,952.5,A
156,B13,D7,655.0,B
157,F21,D7,555.0,A
158,B14,D8,1500.0,B
161,F21,D9,1500.0,A
162,B17,D10,5.0,B
163,F21,D10,1495.0,A
164,B17,D11,35.0,B
165,F21,D11,1465.0,A
166,B17,D12,117.5,B
167,F21,D12,1382.5,A
168,B17,D13,280.0,B
169,F21,D13,1220.0,A
170,B17,D14,547.5,B
171,F21,D14,952.5,A
172,B17,D15,655.0,B
173,F21,D15,555.0,A
174,B18,D16,1500.0,B
177,F21,D17,1500.0,A
178,B21,D18,5.0,B
179,F21,D18,1495.0,A
180,B21,D19,35.0,B
181,F21,D19,1465.0,A
182,B21,D20,117.5,B
183,F21,D20,1382.5,A
184,B21,D21,280.0,B
185,F21,D21,1220.0,A
186,B21,D22,547.5,B
187,F21,D22,952.5,A
188,B21,D23,655.0,B
189,F21,D23,555.0,A
190,B22,D24,1500.0,B
193,F21,E1,1500.0,A
194,C1,E2,5.0,B
195,F21,E2,1495.0,A
196,C1,E3,35.0,B
197,F21,E3,1465.0,A
198,C1,E4,117.5,B
199,F21,E4,1382.5,A
200,C1,E5,280.0,B
201,F21,E5,1220.0,A
202,C1,E6,547.5,B
203,F21,E6,952.5,A
204,C1,E7,655.0,B
205,F21,E7,555.0,A
206,C2,E8,1500.0,B
