Baseline 100%T,,blank,,bm3-wt-5-in-1000,,bm3-wt-post-dil,,
775.428772,0.2109118998,775.428772,-0.0002453814086,775.428772,0.03584504873,775.428772,0.0171803683,
775.0090332,0.2114847749,775.0090332,0.0001510967995,775.0090332,0.03493656591,775.0090332,0.01533626206,
774.5891724,0.2110760957,774.5891724,-0.0005576397525,774.5891724,0.03550872207,774.5891724,0.01388772484,
774.1692505,0.2102513611,774.1692505,-0.0001233549992,774.1692505,0.03611575067,774.1692505,0.01947684214,
773.7492065,0.2114995271,773.7492065,-0.001613732195,773.7492065,0.0345556438,773.7492065,0.01629772782,
773.3292236,0.2117028832,773.3292236,-0.0009478409775,773.3292236,0.03504054993,773.3292236,0.01792771183,
772.9091187,0.210672304,772.9091187,-0.0008279237081,772.9091187,0.03529505432,772.9091187,0.02040088922,
772.4889526,0.2107833177,772.4889526,-0.0001812674891,772.4889526,0.0342046544,772.4889526,0.01526214741,
772.0686646,0.2098160535,772.0686646,0.0007932228618,772.0686646,0.03659254685,772.0686646,0.0131004164,
771.6483765,0.2108778358,771.6483765,-0.0005778044579,771.6483765,0.03618822247,771.6483765,0.02151139453,
771.2630005,0.2106872201,771.2630005,0.000818275148,771.2630005,0.03369441256,771.2630005,0.01455652434,
770.8425903,0.2113119215,770.8425903,-0.0006938106962,770.8425903,0.03580217808,770.8425903,0.01866140217,
770.4221191,0.2113697082,770.4221191,-0.001663503936,770.4221191,0.03601395711,770.4221191,0.01866577938,
770.0014648,0.2103515565,770.0014648,-3.603177174E-005,770.0014648,0.03620645404,770.0014648,0.01885541342,
769.5808716,0.2111984193,769.5808716,-0.001221289625,769.5808716,0.03445163742,769.5808716,0.01438071858,
769.1601563,0.2104470283,769.1601563,0.0004384707136,769.1601563,0.03466589749,769.1601563,0.01577509195,
768.7393799,0.2094784081,768.7393799,0.001513728406,768.7393799,0.03613704443,768.7393799,0.01689763553,
768.3185425,0.2111200392,768.3185425,0.0003921682364,768.3185425,0.03543085977,768.3185425,0.01543257013,
767.9326782,0.2095963061,767.9326782,0.0007285241154,767.9326782,0.03644427285,767.9326782,0.01772214286,
767.5117188,0.2107130885,767.5117188,0.0002966768516,767.5117188,0.0344847627,767.5117188,0.01877985895,
767.0906982,0.2105644196,767.0906982,-0.0005145152682,767.0906982,0.03557670861,767.0906982,0.01838075556,
766.6695557,0.2101662606,766.6695557,0.002163024852,766.6695557,0.03604399413,766.6695557,0.01809589192,
766.2484131,0.2104004174,766.2484131,-0.0004211157793,766.2484131,0.03616138175,766.2484131,0.0159551166,
765.8270874,0.2104325742,765.8270874,0.0005051995395,765.8270874,0.03537688032,765.8270874,0.01852571592,
765.4058838,0.211154595,765.4058838,-0.001912019565,765.4058838,0.03540406376,765.4058838,0.01771863736,
764.984436,0.2098813951,764.984436,-0.0003406292817,764.984436,0.03709397092,764.984436,0.01902857795,
764.5981445,0.210454464,764.5981445,-0.000709937478,764.5981445,0.03662828356,764.5981445,0.01871596463,
764.1766968,0.2102844566,764.1766968,0.000480813178,764.1766968,0.03717870265,764.1766968,0.01802257448,
763.755127,0.2112892717,763.755127,0.0009192510042,763.755127,0.0357430391,763.755127,0.01770124584,
763.3334351,0.2116295844,763.3334351,-0.001381766982,763.3334351,0.03507820889,763.3334351,0.01608605124,
762.9117432,0.2113112956,762.9117432,-0.0004855045991,762.9117432,0.03553040698,762.9117432,0.01543806866,
762.4900513,0.2087376565,762.4900513,0.002959586447,762.4900513,0.03752462193,762.4900513,0.02025668509,
762.0681763,0.2087553591,762.0681763,0.001942965901,762.0681763,0.03884940967,762.0681763,0.01879269816,
761.6813965,0.2103752941,761.6813965,-0.001126131508,761.6813965,0.0361181125,761.6813965,0.01971761882,
761.2594604,0.2098828703,761.2594604,0.001506584929,761.2594604,0.03701387718,761.2594604,0.01665387116,
760.8374023,0.2103779018,760.8374023,-0.0001857697498,760.8374023,0.03704480082,760.8374023,0.01999584958,
760.4153442,0.2109986693,760.4153442,-0.0002347740374,760.4153442,0.03619489074,760.4153442,0.017885793,
759.9932251,0.2115510851,759.9932251,-0.0004364251508,759.9932251,0.03667058796,759.9932251,0.01744293794,
759.5709229,0.2103668451,759.5709229,0.0002263541101,759.5709229,0.03669737652,759.5709229,0.02114320174,
759.1486816,0.2107654065,759.1486816,-0.001012461609,759.1486816,0.03589208424,759.1486816,0.01567004062,
758.7615356,0.2097254246,758.7615356,0.0007996544009,758.7615356,0.03715253249,758.7615356,0.01715114899,
758.3391724,0.2108451873,758.3391724,0.0001903812517,758.3391724,0.03588617966,758.3391724,0.01620227657,
757.916626,0.2106719166,757.916626,-0.001625182806,757.916626,0.03710761666,757.916626,0.01620163023,
757.4941406,0.2094949782,757.4941406,0.0006035881815,757.4941406,0.03661462292,757.4941406,0.01855005696,
757.0714111,0.2088788301,757.0714111,0.000544878887,757.0714111,0.03881068528,757.0714111,0.01738417149,
756.6488037,0.2099234909,756.6488037,-0.0005397492787,756.6488037,0.03676591441,756.6488037,0.01415555924,
756.2612915,0.2093640417,756.2612915,0.0001560168603,756.2612915,0.0381603092,756.2612915,0.01668531634,
755.838562,0.2092266083,755.838562,-0.0004542681563,755.838562,0.03840084374,755.838562,0.01905754395,
755.4156494,0.209092021,755.4156494,0.0004720800207,755.4156494,0.03756927326,755.4156494,0.02048912831,
754.9926758,0.2094140053,754.9926758,-0.0005318896729,754.9926758,0.03745590895,754.9926758,0.01766449772,
754.5697021,0.2092823833,754.5697021,-0.0001097426357,754.5697021,0.03709619865,754.5697021,0.01935938746,
754.1819458,0.2084769756,754.1819458,0.001210690127,754.1819458,0.03827120364,754.1819458,0.01670315117,
753.7587891,0.2091792077,753.7587891,-0.0001878914773,753.7587891,0.03665563092,753.7587891,0.02048125863,
753.3355713,0.2087541819,753.3355713,0.001176945749,753.3355713,0.03895818442,753.3355713,0.01878310181,
752.9122314,0.208253935,752.9122314,0.0004729092761,752.9122314,0.03868910298,752.9122314,0.01711258851,
752.4889526,0.2097888589,752.4889526,-0.0005605352926,752.4889526,0.0378777124,752.4889526,0.0184040349,
752.0656738,0.210211575,752.0656738,-0.0006462022429,752.0656738,0.03567474335,752.0656738,0.01748503186,
751.6774902,0.2090342939,751.6774902,-0.001086678356,751.6774902,0.03669286892,751.6774902,0.02181900479,
751.2539673,0.2086599618,751.2539673,0.0009617441683,751.2539673,0.03728860989,751.2539673,0.01705596596,
750.8303833,0.2095196694,750.8303833,0.000253445789,750.8303833,0.03597140685,750.8303833,0.01921009086,
750.4066772,0.2107160687,750.4066772,-0.0009730499005,750.4066772,0.03558662534,750.4066772,0.01580588333,
749.9829712,0.2087336332,749.9829712,9.594399307E-005,749.9829712,0.036661461,749.9829712,0.01993158646,
749.5945435,0.2086454481,749.5945435,-0.0007101442316,749.5945435,0.0380172655,749.5945435,0.02195605077,
749.1707764,0.2086646557,749.1707764,0.0004534740874,749.1707764,0.03785610572,749.1707764,0.0181034226,
748.7468262,0.2090498358,748.7468262,-0.0004373044067,748.7468262,0.03642434254,748.7468262,0.0186651852,
748.3228149,0.2079065591,748.3228149,0.0007132260362,748.3228149,0.03965802491,748.3228149,0.01796453819,
747.8988037,0.2083651721,747.8988037,0.0003184882808,747.8988037,0.03760334104,747.8988037,0.01879753545,
747.5100708,0.2078304887,747.5100708,0.0009208593401,747.5100708,0.0378684774,747.5100708,0.01928182319,
747.0859375,0.2084065825,747.0859375,-0.0009054784896,747.0859375,0.03853603825,747.0859375,0.01792728156,
746.6617432,0.2074427456,746.6617432,0.0008254072745,746.6617432,0.03810223192,746.6617432,0.02008013055,
746.2374878,0.207470715,746.2374878,0.0008081347914,746.2374878,0.0388710089,746.2374878,0.02079180442,
745.8130493,0.2080026269,745.8130493,0.0003124524665,745.8130493,0.03823272884,745.8130493,0.01808218285,
745.4240112,0.2083299607,745.4240112,-4.985351188E-005,745.4240112,0.03714167699,745.4240112,0.01842520945,
744.9995728,0.2082898915,744.9995728,-0.0008425470442,744.9995728,0.03849884123,744.9995728,0.01778963953,
744.5750122,0.2070361078,744.5750122,-0.0002239594178,744.5750122,0.03969342262,744.5750122,0.01882827096,
744.1504517,0.2079625428,744.1504517,0.0005180022563,744.1504517,0.03848933801,744.1504517,0.01685425453,
743.7611694,0.2080987543,743.7611694,0.0005104087177,743.7611694,0.03692565486,743.7611694,0.0192008093,
743.3364258,0.2083927691,743.3364258,-0.001389508019,743.3364258,0.03684170544,743.3364258,0.0170398932,
742.9116211,0.2073265761,742.9116211,0.0004348689399,742.9116211,0.03804679215,742.9116211,0.01772341132,
742.4868164,0.207024768,742.4868164,-0.0005342682707,742.4868164,0.0377878733,742.4868164,0.01915852353,
742.09729,0.2074885815,742.09729,-0.000602052547,742.09729,0.038058348,742.09729,0.02036355808,
741.6723022,0.207187444,741.6723022,0.0004769259831,741.6723022,0.03802786022,741.6723022,0.01914537512,
741.2473145,0.2070820928,741.2473145,-3.618707706E-005,741.2473145,0.03775105253,741.2473145,0.01740144193,
740.8221436,0.2075644284,740.8221436,-0.0005405248958,740.8221436,0.03807852417,740.8221436,0.02095601708,
740.3969727,0.2064552456,740.3969727,0.0002053760545,740.3969727,0.03850418702,740.3969727,0.02070296183,
740.0072021,0.2061404288,740.0072021,0.0008254591376,740.0072021,0.03952676058,740.0072021,0.01927467994,
739.5819092,0.2058974504,739.5819092,0.0007353177061,739.5819092,0.03946062177,739.5819092,0.01876104623,
739.1566162,0.2053924948,739.1566162,0.002093959833,739.1566162,0.03883217275,739.1566162,0.0205687806,
738.7311401,0.2061026394,738.7311401,-0.0004220984993,738.7311401,0.0382653214,738.7311401,0.02135749534,
738.3410645,0.2058851719,738.3410645,0.0003708453442,738.3410645,0.03900142387,738.3410645,0.02303920686,
737.9155884,0.2062782645,737.9155884,-0.0005742369103,737.9155884,0.03879579902,737.9155884,0.02203627117,
737.4899902,0.2062904537,737.4899902,-0.000813093211,737.4899902,0.03779996186,737.4899902,0.01831662469,
737.0643311,0.2052065581,737.0643311,0.0002930762421,737.0643311,0.03863480315,737.0643311,0.02092059515,
736.6740723,0.2051564455,736.6740723,-0.0004842634662,736.6740723,0.04004912823,736.6740723,0.01949148998,
736.248291,0.2048020065,736.248291,0.0009049319196,736.248291,0.04002409428,736.248291,0.02013831399,
735.8223877,0.2047703862,735.8223877,0.001332113752,735.8223877,0.03954331949,735.8223877,0.02157502063,
735.3964844,0.2051221579,735.3964844,-0.0005348370178,735.3964844,0.03968814388,735.3964844,0.01929289103,
735.0059814,0.2041833997,735.0059814,0.0007333988906,735.0059814,0.03991408646,735.0059814,0.02190693282,
734.5799561,0.2033253759,734.5799561,0.0008512395434,734.5799561,0.04067414254,734.5799561,0.02194812708,
734.1538696,0.2038919926,734.1538696,0.0005363777163,734.1538696,0.0402870737,734.1538696,0.02310840786,
733.7631836,0.203412354,733.7631836,0.001244930318,733.7631836,0.04028048739,733.7631836,0.02198733576,
733.3369141,0.203653127,733.3369141,0.0009990263497,733.3369141,0.03980793804,733.3369141,0.02205078676,
732.9106445,0.2037924528,732.9106445,-0.0002431047324,732.9106445,0.04021970928,732.9106445,0.01995974593,
732.484314,0.2028577924,732.484314,0.001392331906,732.484314,0.04038740322,732.484314,0.02304190956,
732.0933838,0.2037608773,732.0933838,1.89230559E-005,732.0933838,0.04009120166,732.0933838,0.02309590578,
731.6669312,0.2033350468,731.6669312,-0.0001046702382,731.6669312,0.03987217695,731.6669312,0.02242871746,
731.2403564,0.2036773711,731.2403564,-0.001166252303,731.2403564,0.03884635493,731.2403564,0.01845089346,
730.8137817,0.2038865387,730.8137817,-0.001773858326,730.8137817,0.03841390833,730.8137817,0.0222737845,
730.4226685,0.2024859488,730.4226685,0.000479491544,730.4226685,0.03924432024,730.4226685,0.02146224678,
729.9959106,0.2035357207,729.9959106,-0.002162659774,729.9959106,0.03856845573,729.9959106,0.01969735697,
729.5691528,0.2021059692,729.5691528,0.0001017955583,729.5691528,0.03932170942,729.5691528,0.02273111418,
729.1778564,0.2018484622,729.1778564,-0.0003153836296,729.1778564,0.04083043709,729.1778564,0.02057176642,
728.7509155,0.2023321986,728.7509155,-0.0007665314479,728.7509155,0.03994016722,728.7509155,0.02264244482,
728.3239136,0.2016953081,728.3239136,0.000287222123,728.3239136,0.04086720571,728.3239136,0.02058748156,
727.8969116,0.2023808658,727.8969116,-0.0002737872128,727.8969116,0.0392200686,727.8969116,0.02048649639,
727.5054321,0.2024579346,727.5054321,0.0001683690789,727.5054321,0.03955806419,727.5054321,0.01982292347,
727.0782471,0.2016563416,727.0782471,-0.0002423285914,727.0782471,0.03975315765,727.0782471,0.02233438939,
726.651062,0.2010883838,726.651062,0.000143431942,726.651062,0.04067658633,726.651062,0.02220888436,
726.2593384,0.2007699609,726.2593384,-0.0004199779069,726.2593384,0.0401881896,726.2593384,0.02273163199,
725.8320313,0.2014563233,725.8320313,-0.0009918522555,725.8320313,0.03999031708,725.8320313,0.01993538067,
725.404541,0.201648891,725.404541,-0.001754986588,725.404541,0.03921185061,725.404541,0.01986096613,
725.0126953,0.2014018297,725.0126953,-0.0004160470271,725.0126953,0.03940279409,725.0126953,0.0192482695,
724.5852051,0.2008295953,724.5852051,-0.0002164045436,724.5852051,0.04018299282,724.5852051,0.02311613411,
724.1576538,0.2004971355,724.1576538,0.0004866180825,724.1576538,0.04087710381,724.1576538,0.01962200738,
723.7299805,0.2008746862,723.7299805,0.0008965015295,723.7299805,0.04038214684,723.7299805,0.02246573567,
723.3378906,0.2001571059,723.3378906,0.0006265816046,723.3378906,0.04040015861,723.3378906,0.02322764695,
722.9101563,0.2006327808,722.9101563,0.0006738423835,722.9101563,0.03957218304,722.9101563,0.02226735465,
722.4822998,0.2004484385,722.4822998,0.0003496789723,722.4822998,0.04041248932,722.4822998,0.02168820612,
722.0900269,0.199838087,722.0900269,0.001011973363,722.0900269,0.04131565616,722.0900269,0.02234264649,
721.6621094,0.2015003711,721.6621094,-0.0006411361392,721.6621094,0.03900199011,721.6621094,0.02212397195,
721.2340698,0.2010859549,721.2340698,0.00017246067,721.2340698,0.03942779452,721.2340698,0.02206228115,
720.8416748,0.2012913674,720.8416748,-0.000654835254,720.8416748,0.03968653083,720.8416748,0.02281579003,
720.4135742,0.2017493844,720.4135742,-0.0003021394368,720.4135742,0.03947714716,720.4135742,0.02221411467,
719.9852905,0.2009446621,719.9852905,2.852727448E-005,719.9852905,0.04086714983,719.9852905,0.02120362222,
719.5927124,0.2008726746,719.5927124,-0.0001475767203,719.5927124,0.04115469009,719.5927124,0.02123719268,
719.1644287,0.2017219961,719.1644287,0.0004056931357,719.1644287,0.04061046988,719.1644287,0.02017755061,
718.736084,0.2012674212,718.736084,0.000635266013,718.736084,0.04058938101,718.736084,0.02231948264,
718.3433228,0.20136033,718.3433228,-5.534067532E-005,718.3433228,0.04098166525,718.3433228,0.02360012569,
717.9147949,0.201178059,717.9147949,0.0002040034451,717.9147949,0.04054526985,717.9147949,0.02167413756,
717.4862061,0.2018418759,717.4862061,-0.0006600563065,717.4862061,0.04041709006,717.4862061,0.02325520106,
717.0933228,0.2016064376,717.0933228,0.0008542222786,717.0933228,0.04122353718,717.0933228,0.02351685427,
716.6646729,0.2025367022,716.6646729,0.0002070076443,716.6646729,0.04021028057,716.6646729,0.02308703214,
716.2359009,0.2029700577,716.2359009,-0.0008787156548,716.2359009,0.04056138545,716.2359009,0.02130692266,
715.8428345,0.2027547657,715.8428345,-0.000730353524,715.8428345,0.04137704149,715.8428345,0.02145911939,
715.4139404,0.2024439424,715.4139404,0.0007307540509,715.4139404,0.04082400724,715.4139404,0.02169253305,
714.9849854,0.2024960965,714.9849854,0.00118457689,714.9849854,0.04085642844,714.9849854,0.02259079739,
714.5917969,0.2036652416,714.5917969,-0.0011635673,714.5917969,0.03954808414,714.5917969,0.02251941524,
714.1626587,0.203606993,714.1626587,-0.0001221128332,714.1626587,0.04069924355,714.1626587,0.02116847783,
713.7335815,0.2029472142,713.7335815,0.0001686539472,713.7335815,0.0406107232,713.7335815,0.02310753427,
713.34021,0.2031733841,713.34021,0.0007192674093,713.34021,0.04145406932,713.34021,0.02112754807,
712.9109497,0.2033264041,712.9109497,0.0004658347752,712.9109497,0.04158565775,712.9109497,0.02324050851,
712.4816895,0.2034463137,712.4816895,-0.0005787868286,712.4816895,0.04173795134,712.4816895,0.02255472355,
712.0881348,0.2046660036,712.0881348,-0.0006914847181,712.0881348,0.03969571739,712.0881348,0.02083368041,
711.6586914,0.2042957991,711.6586914,-0.0007559884689,711.6586914,0.04106806964,711.6586914,0.02187706716,
711.229187,0.2035292685,711.229187,0.0001882058714,711.229187,0.04214853048,711.229187,0.02517898567,
710.8354492,0.2039486766,710.8354492,-2.319320811E-005,710.8354492,0.04152319208,710.8354492,0.02237712219,
710.4058838,0.2033304572,710.4058838,0.0007429411635,710.4058838,0.04241674021,710.4058838,0.02224111557,
710.012085,0.2044627219,710.012085,-0.0009462911985,710.012085,0.04152561352,710.012085,0.02280932479,
709.5823364,0.2031186223,709.5823364,0.000621889485,709.5823364,0.04348443076,709.5823364,0.02579379454,
709.1525879,0.2035275847,709.1525879,0.0006405285676,709.1525879,0.04255856201,709.1525879,0.02377582155,
708.758606,0.2044122815,708.758606,-0.0006319342065,708.758606,0.04241768271,708.758606,0.02515457198,
708.3286743,0.2047925889,708.3286743,0.0006205155514,708.3286743,0.04240703955,708.3286743,0.02202265523,
707.8986816,0.2046998441,707.8986816,0.001090909354,707.8986816,0.0423097536,707.8986816,0.02329444699,
707.5045166,0.2058059275,707.5045166,0.0006078912411,707.5045166,0.04163220897,707.5045166,0.02161729895,
707.0745239,0.2067497373,707.0745239,-0.001465259818,707.0745239,0.04166226834,707.0745239,0.02320085838,
706.6443481,0.2061680108,706.6443481,0.0004888208932,706.6443481,0.04229408503,706.6443481,0.02194246277,
706.25,0.205556646,706.25,0.0009244910907,706.25,0.04370299727,706.25,0.02310595103,
705.8198242,0.2060845047,705.8198242,-6.641831715E-005,705.8198242,0.04329334572,705.8198242,0.0231114123,
705.425354,0.2066382021,705.425354,-0.0001994314807,705.425354,0.04278197512,705.425354,0.02661372349,
704.9949341,0.2061492056,704.9949341,-0.0001813709823,704.9949341,0.04354621097,704.9949341,0.02309069037,
704.5645142,0.207147494,704.5645142,-0.000822291302,704.5645142,0.0423967354,704.5645142,0.02239889838,
704.1699219,0.2063774168,704.1699219,0.0001307438215,704.1699219,0.04345187172,704.1699219,0.02394037321,
703.7394409,0.2067399025,703.7394409,-0.0001849934924,703.7394409,0.04365021363,703.7394409,0.02482493967,
703.3446045,0.2063897848,703.3446045,0.001822541119,703.3446045,0.04458642006,703.3446045,0.02477771603,
702.9140015,0.2089990228,702.9140015,-0.001676397282,702.9140015,0.04244417325,702.9140015,0.0241888091,
702.4832764,0.2083479017,702.4832764,2.459236566E-005,702.4832764,0.04372546822,702.4832764,0.02314715087,
702.0884399,0.2080176622,702.0884399,-0.0003239714424,702.0884399,0.04292682558,702.0884399,0.02239080332,
701.6575317,0.2090111226,701.6575317,-0.001465982175,701.6575317,0.04205697775,701.6575317,0.02369738184,
701.2625732,0.2081491202,701.2625732,-0.0006182343932,701.2625732,0.04455059394,701.2625732,0.02510484494,
700.831604,0.2079133242,700.831604,-0.0004739722062,700.831604,0.04371527582,700.831604,0.02493727393,
700.4005737,0.2095050067,700.4005737,-0.000704406877,700.4005737,0.04342766851,700.4005737,0.02262706496,
700.0054321,0.2095556557,700.0054321,-0.0006539047463,700.0054321,0.04301867634,700.0054321,0.02258430794,
699.5743408,0.2089418471,699.5743408,0.001851188368,699.5743408,0.04454310611,699.5743408,0.02475371026,
699.1790771,0.2102330476,699.1790771,-0.0001432810823,699.1790771,0.0432154201,699.1790771,0.02332140505,
698.7478027,0.2106848359,698.7478027,0.0007921077195,698.7478027,0.04376059771,698.7478027,0.02335158922,
698.3164673,0.2108382434,698.3164673,0.0002717841417,698.3164673,0.04414873943,698.3164673,0.02601754107,
697.9210815,0.2118845731,697.9210815,-0.0004273740633,697.9210815,0.04417441413,697.9210815,0.02392136306,
697.489624,0.2110082656,697.489624,-0.0002232349798,697.489624,0.04428860173,697.489624,0.02466849051,
697.0941162,0.2116173655,697.0941162,-0.0002478133247,697.0941162,0.04442572966,697.0941162,0.02519750223,
696.6625977,0.2122059017,696.6625977,3.290231325E-005,696.6625977,0.04393266886,696.6625977,0.02597988956,
696.2310181,0.2113847435,696.2310181,0.0009804237634,696.2310181,0.04523288086,696.2310181,0.02755425498,
695.8353271,0.2114969492,695.8353271,0.0007902146317,695.8353271,0.04498612508,695.8353271,0.0240175426,
695.4036255,0.2126902789,695.4036255,-0.001439511892,695.4036255,0.04401258752,695.4036255,0.02395145036,
695.0077515,0.2123058736,695.0077515,0.001326401369,695.0077515,0.04515227675,695.0077515,0.02187894657,
694.5759277,0.2122266144,694.5759277,0.0009048281936,694.5759277,0.04458369315,694.5759277,0.02806191333,
694.144043,0.2118054777,694.144043,0.001748176292,694.144043,0.04455154017,694.144043,0.02355404757,
693.7481689,0.2116920054,693.7481689,0.001239141217,693.7481689,0.04615014046,693.7481689,0.02645253018,
693.3161011,0.2136235386,693.3161011,-0.001463144319,693.3161011,0.04387458786,693.3161011,0.02246178314,
692.9200439,0.2132604271,692.9200439,0.0005583307939,692.9200439,0.04437477887,692.9200439,0.0251210276,
